,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
8994,Mercedes-Benz,SLK-Class,2016,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,29,21,617,59200
8995,Mercedes-Benz,SLK-Class,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,32,25,617,47000
8996,Mercedes-Benz,SLK-Class,2016,premium unleaded (required),416.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,28,19,617,72600
8997,Mercedes-Benz,SLR McLaren,2007,premium unleaded (required),641.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,16,11,617,480000
8998,Mercedes-Benz,SLR McLaren,2008,premium unleaded (required),617.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,16,12,617,495000
8999,Mercedes-Benz,SLR McLaren,2009,premium unleaded (required),617.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,16,12,617,495000
9000,Mercedes-Benz,SLS AMG GT Final Edition,2015,premium unleaded (required),583.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,19,13,617,221580
9001,Mercedes-Benz,SLS AMG GT Final Edition,2015,premium unleaded (required),583.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,19,13,617,228080
9002,Mercedes-Benz,SLS AMG GT,2013,premium unleaded (required),583.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,19,13,617,199500
9003,Mercedes-Benz,SLS AMG GT,2013,premium unleaded (required),583.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,19,13,617,206000
9004,Mercedes-Benz,SLS AMG GT,2014,premium unleaded (required),622.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,17,13,617,275000
9005,Mercedes-Benz,SLS AMG GT,2014,premium unleaded (required),583.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,19,13,617,201500
9006,Mercedes-Benz,SLS AMG GT,2014,premium unleaded (required),583.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,19,13,617,208000
9007,Mercedes-Benz,SLS AMG,2011,premium unleaded (required),563.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,20,14,617,183000
9008,Mercedes-Benz,SLS AMG,2012,premium unleaded (required),563.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,20,14,617,189600
9009,Mercedes-Benz,SLS AMG,2012,premium unleaded (required),563.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,20,14,617,196100
9010,Acura,SLX,1997,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,17,13,204,2397
9011,Acura,SLX,1997,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,17,13,204,2488
9012,Acura,SLX,1998,regular unleaded,215.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,13,204,2816
9013,Acura,SLX,1999,regular unleaded,215.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,13,204,2934
9014,Pontiac,Solstice,2007,regular unleaded,177.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,26,17,210,21515
9015,Pontiac,Solstice,2007,premium unleaded (required),260.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,28,19,210,26515
9016,Pontiac,Solstice,2008,regular unleaded,173.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,19,210,22455
9017,Pontiac,Solstice,2008,premium unleaded (required),260.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,28,19,210,28135
9018,Pontiac,Solstice,2008,premium unleaded (required),260.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,28,19,210,31750
9019,Pontiac,Solstice,2008,regular unleaded,173.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,19,210,28400
9020,Pontiac,Solstice,2009,premium unleaded (recommended),173.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,19,210,24275
9021,Pontiac,Solstice,2009,premium unleaded (recommended),260.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,28,19,210,30375
9022,Pontiac,Solstice,2009,premium unleaded (recommended),173.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,19,210,29410
9023,Pontiac,Solstice,2009,premium unleaded (recommended),173.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,19,210,26225
9024,Pontiac,Solstice,2009,premium unleaded (recommended),260.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,28,19,210,29485
9025,Hyundai,Sonata Hybrid,2015,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,40,36,1439,26000
9026,Hyundai,Sonata Hybrid,2015,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,40,36,1439,29500
9027,Hyundai,Sonata Hybrid,2016,regular unleaded,193.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,44,40,1439,26000
9028,Hyundai,Sonata Hybrid,2016,regular unleaded,193.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,43,39,1439,30100
9029,Hyundai,Sonata Hybrid,2017,regular unleaded,193.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,45,39,1439,26000
9030,Hyundai,Sonata Hybrid,2017,regular unleaded,193.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,43,38,1439,30100
9031,Hyundai,Sonata,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,24,1439,23175
9032,Hyundai,Sonata,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,24,1439,26525
9033,Hyundai,Sonata,2015,regular unleaded,245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,32,23,1439,28575
9034,Hyundai,Sonata,2015,regular unleaded,245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,21,1439,33525
9035,Hyundai,Sonata,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,25,1439,21150
9036,Hyundai,Sonata,2015,regular unleaded,177.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,38,28,1439,23275
9037,Hyundai,Sonata,2016,regular unleaded,245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,32,23,1439,28925
9038,Hyundai,Sonata,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,25,1439,27350
9039,Hyundai,Sonata,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,1439,21750
9040,Hyundai,Sonata,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,25,1439,23400
9041,Hyundai,Sonata,2016,regular unleaded,245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,21,1439,34075
9042,Hyundai,Sonata,2016,regular unleaded,178.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,38,28,1439,23725
9043,Hyundai,Sonata,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,25,1439,21600
9044,Hyundai,Sonata,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,25,1439,27150
9045,Hyundai,Sonata,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,25,1439,23400
9046,Hyundai,Sonata,2017,regular unleaded,245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,1439,26600
9047,Hyundai,Sonata,2017,regular unleaded,178.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,36,28,1439,23125
9048,Hyundai,Sonata,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,25,1439,21950
9049,Hyundai,Sonata,2017,regular unleaded,245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,1439,34350
9050,Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,35,25,1385,15495
9051,Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,33,25,1385,21945
9052,Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,35,25,1385,16095
9053,Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,40,29,1385,18835
9054,Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,33,25,1385,21345
9055,Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,26,1385,14845
9056,Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,40,29,1385,18235
9057,Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,35,25,1385,17845
9058,Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,35,25,1385,17245
9059,Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,27,1385,19680
9060,Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,27,1385,20545
9061,Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35,26,1385,14245
9062,Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,27,1385,20245
9063,Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,34,27,1385,19945
9064,Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,26,1385,16455
9065,Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35,26,1385,15855
9066,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35,26,1385,16155
9067,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,34,27,1385,20095
9068,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,35,24,1385,18145
9069,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,35,24,1385,15595
9070,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,27,1385,20345
9071,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,26,1385,16755
9072,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,27,1385,19780
9073,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,27,1385,20095
9074,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,33,25,1385,21495
9075,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35,26,1385,14345
9076,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,35,24,1385,17545
9077,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,26,1385,14945
9078,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,35,24,1385,16195
9079,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,33,25,1385,21495
9080,Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,34,24,1385,18170
9081,Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,36,27,1385,21215
9082,Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25,1385,17580
9083,Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,34,24,1385,18970
9084,Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,34,24,1385,16395
9085,Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,36,27,1385,20415
9086,Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,39,28,1385,19720
9087,Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,39,28,1385,17530
9088,Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,39,28,1385,19720
9089,Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,33,25,1385,15145
9090,GMC,Sonoma,2002,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Regular Cab Pickup,20,15,549,16538
9091,GMC,Sonoma,2002,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,25,19,549,13975
9092,GMC,Sonoma,2002,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,3.0,Compact,Extended Cab Pickup,18,14,549,20793
9093,GMC,Sonoma,2002,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,rear wheel drive,3.0,Compact,Extended Cab Pickup,23,17,549,17093
9094,GMC,Sonoma,2002,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,rear wheel drive,3.0,Compact,Extended Cab Pickup,25,19,549,15957
9095,GMC,Sonoma,2002,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,549,24492
9096,GMC,Sonoma,2002,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Regular Cab Pickup,23,17,549,15093
9097,GMC,Sonoma,2002,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Regular Cab Pickup,23,17,549,15420
9098,GMC,Sonoma,2002,regular unleaded,190.0,6.0,MANUAL,four wheel drive,3.0,Compact,Extended Cab Pickup,16,12,549,19675
9099,GMC,Sonoma,2003,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,25,19,549,14770
9100,GMC,Sonoma,2003,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,rear wheel drive,3.0,Compact,Extended Cab Pickup,25,19,549,16570
9101,GMC,Sonoma,2003,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,549,24670
9102,GMC,Sonoma,2003,regular unleaded,190.0,6.0,MANUAL,four wheel drive,3.0,Compact,Extended Cab Pickup,17,12,549,21970
9103,GMC,Sonoma,2003,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,25,19,549,16270
9104,GMC,Sonoma,2003,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Regular Cab Pickup,23,17,549,16220
9105,GMC,Sonoma,2003,regular unleaded,190.0,6.0,MANUAL,four wheel drive,3.0,Compact,Extended Cab Pickup,17,12,549,20320
9106,GMC,Sonoma,2003,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Regular Cab Pickup,23,17,549,17670
9107,GMC,Sonoma,2003,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,rear wheel drive,3.0,Compact,Extended Cab Pickup,25,19,549,18270
9108,Kia,Sorento,2015,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,1720,38500
9109,Kia,Sorento,2015,regular unleaded,191.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,20,1720,24300
9110,Kia,Sorento,2015,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,1720,26700
9111,Kia,Sorento,2015,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,1720,36700
9112,Kia,Sorento,2015,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,1720,41700
9113,Kia,Sorento,2015,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,1720,31700
9114,Kia,Sorento,2015,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,1720,33500
9115,Kia,Sorento,2015,regular unleaded,191.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,19,1720,26100
9116,Kia,Sorento,2015,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,1720,39900
9117,Kia,Sorento,2015,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,1720,28500
9118,Kia,Sorento,2016,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,18,1720,38300
9119,Kia,Sorento,2016,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26,21,1720,28200
9120,Kia,Sorento,2016,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26,18,1720,33900
9121,Kia,Sorento,2016,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,18,1720,28700
9122,Kia,Sorento,2016,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,17,1720,40100
9123,Kia,Sorento,2016,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,19,1720,32900
9124,Kia,Sorento,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,29,21,1720,25100
9125,Kia,Sorento,2016,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,17,1720,43300
9126,Kia,Sorento,2016,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,18,1720,32100
9127,Kia,Sorento,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,29,21,1720,26400
9128,Kia,Sorento,2016,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,18,1720,41500
9129,Kia,Sorento,2016,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,20,1720,31100
9130,Kia,Sorento,2016,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26,18,1720,30500
9131,Kia,Sorento,2016,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,20,1720,39900
9132,Kia,Sorento,2016,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,19,1720,41700
9133,Kia,Sorento,2017,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,21,1720,28500
9134,Kia,Sorento,2017,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,1720,28990
9135,Kia,Sorento,2017,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,1720,33100
9136,Kia,Sorento,2017,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,17,1720,40400
9137,Kia,Sorento,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,20,1720,31500
9138,Kia,Sorento,2017,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,1720,38600
9139,Kia,Sorento,2017,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,17,1720,45700
9140,Kia,Sorento,2017,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,1720,43900
9141,Kia,Sorento,2017,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,1720,30790
9142,Kia,Sorento,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,21,1720,25400
9143,Kia,Sorento,2017,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,1720,34900
9144,Kia,Sorento,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,21,1720,26700
9145,Kia,Sorento,2017,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,19,1720,33300
9146,Kia,Soul,2014,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,30,24,1720,16900
9147,Kia,Soul,2014,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,31,23,1720,20500
9148,Kia,Soul,2014,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,31,23,1720,18400
9149,Kia,Soul,2014,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,30,24,1720,14900
9150,Kia,Soul,2015,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,30,24,1720,15190
9151,Kia,Soul,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,30,24,1720,17190
9152,Kia,Soul,2015,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,31,23,1720,20790
9153,Kia,Soul,2015,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,31,23,1720,18690
9154,Kia,Soul,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,30,24,1720,17400
9155,Kia,Soul,2016,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,30,24,1720,15900
9156,Kia,Soul,2016,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,31,24,1720,21300
9157,Kia,Soul,2016,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,31,24,1720,19400
9158,Chevrolet,Spark EV,2014,electric,140.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,109,128,1385,26685
9159,Chevrolet,Spark EV,2014,electric,140.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,109,128,1385,27010
9160,Chevrolet,Spark EV,2015,electric,140.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,109,128,1385,25170
9161,Chevrolet,Spark EV,2015,electric,140.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,109,128,1385,25560
9162,Chevrolet,Spark EV,2016,electric,140.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,109,128,1385,25510
9163,Chevrolet,Spark EV,2016,electric,140.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,109,128,1385,25120
9164,Chevrolet,Spark,2015,regular unleaded,84.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,39,31,1385,14040
9165,Chevrolet,Spark,2015,regular unleaded,84.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,39,30,1385,15095
9166,Chevrolet,Spark,2015,regular unleaded,84.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,39,31,1385,15440
9167,Chevrolet,Spark,2015,regular unleaded,84.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,39,31,1385,12270
9168,Chevrolet,Spark,2015,regular unleaded,84.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,39,30,1385,13580
9169,Chevrolet,Spark,2015,regular unleaded,84.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,39,30,1385,16535
9170,Chevrolet,Spark,2016,regular unleaded,98.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,41,30,1385,14685
9171,Chevrolet,Spark,2016,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,41,31,1385,17285
9172,Chevrolet,Spark,2016,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,41,31,1385,15785
9173,Chevrolet,Spark,2016,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,41,31,1385,13760
9174,Chevrolet,Spark,2016,regular unleaded,98.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,41,30,1385,12660
9175,Chevrolet,Spark,2016,regular unleaded,98.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,41,30,1385,16185
9176,Chevrolet,Spark,2017,regular unleaded,98.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,29,1385,16325
9177,Chevrolet,Spark,2017,regular unleaded,98.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,29,1385,13000
9178,Chevrolet,Spark,2017,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,38,30,1385,14100
9179,Chevrolet,Spark,2017,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,38,30,1385,15925
9180,Chevrolet,Spark,2017,regular unleaded,98.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,29,1385,14825
9181,Chevrolet,Spark,2017,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,38,30,1385,17425
